name,count,pctwhite,pctblack
SUFFECOOL,144,97.92,0
SWEEBE,144,96.53,0
SWEETAPPLE,144,96.53,0
SWIGGART,144,91.67,0
TAGLIENTE,144,95.14,0
TALARCZYK,144,95.14,0
TATTOLI,144,97.92,0
TEICHMILLER,144,96.53,0
TENAN,144,95.14,0
TERRIGNO,144,96.53,0
TERRYN,144,90.97,4.17
TESELLE,144,93.75,3.47
THEODORAKIS,144,97.22,0
THEOPHILUS,144,69.44,20.14
THRALLS,144,97.92,0
TINMAN,144,98.61,0
TOENIES,144,99,0
TOFTELAND,144,99.31,0
TOMCHEK,144,95.83,0
TORREANO,144,90.97,0
TOSIC,144,91.67,0
TOUS,144,38.89,0
TREGELLAS,144,96.53,0
TRIFIRO,144,92.36,0
TRUGILLO,144,13.89,0
TRUMBLEY,144,89.58,0
TYRON,144,72.22,20.83
USTASZEWSKI,144,93.06,0
VALORA,144,70.14,0
VANOSDEL,144,92.36,0
VARANI,144,89.58,0
VARISTE,144,0,88.19
VAUTERS,144,31.94,64.58
VERSOZA,144,11.81,0
VILLAZON,144,10.42,0
VOLNEY,144,73.61,24.31
WADUD,144,0,39.58
WALLSTROM,144,91.67,0
WARA,144,63.19,11.11
WATERKOTTE,144,99,0
WATIE,144,15.97,42.36
WECKSTEIN,144,97.22,0
WEEMHOFF,144,95.83,0
WEGELE,144,95.83,0
WEINBENDER,144,99.31,0
WESTBROCK,144,91.67,4.86
WIEME,144,96.53,0
WILLIM,144,85.42,13.19
WINTNER,144,98.61,0
WIPPLER,144,95.14,0
WOMELDORFF,144,97.22,0
WOOTSON,144,0,90.97
WRIGT,144,51.39,39.58
WURDINGER,144,95.83,0
WYSKIEL,144,96.53,0
YELLETS,144,81.25,17.36
YENTSCH,144,99,0
YNCLAN,144,30.56,0
ZACHAU,144,93.75,0
ZAROFF,144,98.61,0
ZELLINGER,144,99.31,0
ZEPNICK,144,98.61,0
ZETAH,144,98.61,0
ZICHICHI,144,99.31,0
ZORDEL,144,95.14,0
ABASSI,143,44.76,0
ACHONG,143,11.89,23.08
ADAMCHAK,143,96.5,0
ADELMUND,143,98.6,0
ADHAM,143,81.12,0
ALEKSEYEV,143,94.41,0
ALTAMURO,143,96.5,0
ALTAN,143,72.03,0
AMALLA,143,6.99,0
AMORMINO,143,98.6,0
ANERSON,143,68.53,26.57
ANGLUM,143,91.61,0
ANNONI,143,88.81,0
ANZUETO,143,6.99,0
ARAZI,143,83.92,0
ARNAUTOVIC,143,91.61,0
ARZE,143,15.38,0
ASBACH,143,96.5,0
ATIENZO,143,0,0
AUCHEY,143,97.2,0
AUXTER,143,95.8,0
BACCARELLA,143,97.2,0
BADEY,143,83.92,10.49
BAKHTIAR,143,65.03,0
BALTZEGAR,143,95.1,0
BANIGAN,143,89.51,0
BANKOVICH,143,96.5,0
BARTHELUS,143,0,74.83
BARZE,143,11.89,82.52
BATORY,143,95.1,0
BAUDOUIN,143,90.21,7.69
BECKINGHAM,143,97.9,0
BEDERKA,143,98.6,0
BEGUHN,143,99.3,0
BELLANDO,143,90.91,0
BENEBY,143,4.2,93.01
BENGFORD,143,98.6,0
BERNON,143,48.95,0
BERTOLETTE,143,96.5,0
BESSELLIEU,143,46.15,53.15
BICH,143,82.52,0
BIDER,143,98.6,0
BIELLER,143,96.5,0
BIEMER,143,97.9,0
BIERMAIER,143,99.3,0
BIFFAR,143,97.2,0
BILLEDEAUX,143,72.73,0
BINDERT,143,98.6,0
BLEYTHING,143,96.5,0
BLON,143,97.9,0
BOBHOLZ,143,98.6,0
BOCKEY,143,99.3,0
BOLDUAN,143,99.3,0
BOLEA,143,92.31,0
BOLLWEG,143,97.2,0
BONFIL,143,6.29,0
BONKER,143,95.1,0
BOROVICH,143,98.6,0
BOSSINGER,143,98.6,0
BOTLER,143,63.64,30.77
BOTTNER,143,95.8,0
BOUSFIELD,143,96.5,0
BOWTON,143,90.91,5.59
BRADBURRY,143,95.1,0
BRADDICK,143,87.41,4.2
BRANNAGAN,143,91.61,3.5
BRATMAN,143,99,0
BRATU,143,96.5,0
BREECHER,143,97.9,0
BRONDUM,143,98.6,0
BROUDER,143,97.2,0
BRUCKBAUER,143,97.9,0
BRUECHERT,143,94.41,0
BRYTE,143,97.2,0
BUFFALOW,143,83.92,11.89
BUNDRUM,143,97.9,0
BURGWIN,143,68.53,30.07
BURTOFT,143,98.6,0
BUTTAR,143,11.89,0
BUTTENHOFF,143,97.2,0
BUTWIN,143,95.8,0
CACCIAPAGLIA,143,96.5,0
CANATELLA,143,97.2,0
CAND,143,25.87,0
CAPDEVILA,143,16.78,0
CARNRIKE,143,99,0
CASABAR,143,0,0
CASSAN,143,90.91,0
CASTRODALE,143,99.3,0
CERASANI,143,95.8,0
CHAPPO,143,93.71,0
CHAVERRIA,143,0,0
CHAZAN,143,86.01,0
CHEGE,143,6.29,88.81
CHLOUPEK,143,98.6,0
CHOUGH,143,6.29,0
CICCARIELLO,143,97.2,0
CICINELLI,143,97.2,0
CINCOTTI,143,97.9,0
CLAESON,143,97.9,0
CLAESSENS,143,95.8,0
CLOUDY,143,52.45,41.96
COCCIO,143,97.9,0
COLBORNE,143,99.3,0
COLMORE,143,47.55,50.35
COPS,143,92.31,0
CORCOLES,143,0,0
COSSU,143,93.71,0
COUGHANOUR,143,95.8,0
COVARRUVIAS,143,0,0
CRONIER,143,97.2,0
CRUZRODRIGUEZ,143,0,0
CURIT,143,94.41,0
CURKENDALL,143,90.91,0
CURRAO,143,95.8,0
CUSHER,143,59.44,3.5
CUSTRED,143,99.3,0
CZERNICKI,143,98.6,0
DACHELET,143,99,0
DANKOVICH,143,99,0
DANYSH,143,93.01,0
DARRON,143,75.52,16.08
DAYOUB,143,76.22,0
DECOFF,143,95.1,0
DELCORRAL,143,25.87,0
DELLAPOSTA,143,98.6,0
DELPLATO,143,95.8,0
DEMETROPOULOS,143,96.5,0
DEMICHIEL,143,99.3,0
DEREZINSKI,143,99,0
DEROUCHEY,143,93.71,0
DESENSI,143,95.8,0
DESNOYER,143,93.71,4.2
DEVLAEMINCK,143,96.5,0
DEWDNEY,143,34.97,57.34
DIETMAN,143,98.6,0
DIMASE,143,95.8,0
DINSER,143,95.8,0
DIPPRE,143,97.2,0
DISCUILLO,143,98.6,0
DITTES,143,96.5,0
DOBENS,143,98.6,0
DOCKUS,143,97.2,0
DOERSCH,143,96.5,0
DOMHOFF,143,96.5,0
DOMKA,143,93.71,0
DONKERSLOOT,143,96.5,0
DOOLE,143,82.52,11.19
DORSETTE,143,18.18,79.72
DORTMAN,143,88.11,0
DOZARK,143,94.41,0
DUPLIN,143,92.31,0
DURAZZO,143,77.62,0
DUROS,143,95.1,0
DVORIN,143,97.2,0
DYRE,143,72.73,21.68
DZURKO,143,95.1,3.5
EBERST,143,98.6,0
EIKMEIER,143,95.1,0
ELICERIO,143,6.29,0
ELRICH,143,93.71,0
ELROY,143,87.41,9.09
ERTTER,143,92.31,0
ESCOLASTICO,143,4.9,0
ESMON,143,82.52,15.38
ETCHIESON,143,93.01,0
EVANISH,143,93.71,0
FARENGA,143,98.6,0
FAREY,143,92.31,0
FATTORI,143,95.1,0
FAULDER,143,91.61,6.29
FAURA,143,15.38,0
FENIELLO,143,96.5,0
FERINO,143,80.42,0
FEUCHTER,143,94.41,0
FEUQUAY,143,97.9,0
FIDELL,143,97.2,0
FINDLATER,143,55.24,41.96
FLAHAVEN,143,97.2,0
FONDELL,143,97.2,0
FORNERO,143,95.8,0
FORSTING,143,95.8,0
FORZIATI,143,97.2,0
FRATIANNI,143,94.41,0
FREMPONG,143,0,95.1
FREYTA,143,27.27,0
FROSCHAUER,143,94.41,0
FUGH,143,61.54,34.97
FUJISHIGE,143,0,0
FURUSHO,143,11.19,0
GADOLA,143,92.31,0
GAMWELL,143,96.5,0
GAUSIN,143,4.2,0
GAVITO,143,53.85,0
GAZZANO,143,91.61,0
GEASLAND,143,92.31,0
GEENE,143,93.01,4.9
GHESQUIERE,143,96.5,0
GHODSI,143,83.22,0
GIANT,143,80.42,12.59
GIELAROWSKI,143,97.9,0
GINDLING,143,99,0
GLAVEY,143,87.41,0
GLIDER,143,94.41,3.5
GORIA,143,78.32,0
GRACHEK,143,97.9,0
GRAFING,143,99.3,0
GRANDLE,143,97.2,0
GRASSESCHI,143,95.1,0
GREGOVICH,143,96.5,0
GRISKO,143,95.8,0
GRISS,143,86.71,0
GROENENDYK,143,95.8,0
GROETKEN,143,97.2,0
GROZE,143,89.51,0
GRUZ,143,14.69,0
GUARDERAS,143,14.69,0
GUDEX,143,99.3,0
GUERA,143,11.19,4.9
GUILDER,143,90.91,4.9
GURGUL,143,98.6,0
GUSTILO,143,5.59,0
HAMMARGREN,143,99.3,0
HAMMOUDEH,143,71.33,0
HANDO,143,93.01,0
HANNANT,143,93.71,0
HARANO,143,16.08,0
HARIAN,143,56.64,32.17
HARVALA,143,99,0
HAUTZINGER,143,96.5,0
HEAGGANS,143,0,93.71
HELMSTETLER,143,96.5,0
HELTEN,143,99.3,0
HENO,143,61.54,31.47
HERBAS,143,6.29,0
HERRENBRUCK,143,99.3,0
HIBBING,143,96.5,0
HILLEGEIST,143,97.9,0
HILLIUS,143,91.61,0
HIPPARD,143,78.32,19.58
HISEROTE,143,95.1,0
HLYWA,143,95.8,0
HOELZ,143,99.3,0
HOLDIMAN,143,99.3,0
HONCOOP,143,92.31,0
HORIO,143,9.79,0
HORWAT,143,97.9,0
HOSSLEY,143,73.43,25.17
HOTSON,143,89.51,4.2
HUBB,143,62.24,32.17
HUFFIN,143,4.9,88.81
HUGUELY,143,23.08,70.63
HUNTZBERRY,143,99,0
HUSSAN,143,23.78,6.29
IMMELL,143,98.6,0
IRONMONGER,143,95.8,0
JADACH,143,99,0
JALETTE,143,98.6,0
JANKORD,143,93.71,0
JANNICELLI,143,97.2,0
JAZAYERI,143,89.51,0
JENEMA,143,97.9,0
JENSRUD,143,95.1,0
JESSEY,143,89.51,4.9
JEZIK,143,95.1,0
JHUN,143,4.2,0
JONSTON,143,77.62,14.69
JUNTILLA,143,45.45,0
KAKER,143,91.61,0
KAKUDA,143,8.39,0
KALINKA,143,96.5,0
KANDEFER,143,99.3,0
KANDO,143,88.11,0
KANNA,143,60.14,0
KATIN,143,89.51,0
KATSIKAS,143,97.2,0
KAUF,143,95.1,0
KEILL,143,97.2,0
KEKOA,143,13.99,0
KERNIZAN,143,0,94.41
KHIMANI,143,6.29,0
KILBEY,143,81.82,0
KILLETT,143,56.64,41.96
KINSLAND,143,99,0
KIRCHMER,143,96.5,0
KISHABA,143,5.59,0
KITKA,143,74.13,0
KLIPSTINE,143,99.3,0
KNEHR,143,98.6,0
KNICKMEYER,143,99,0
KNOSPE,143,99.3,0
KOKEN,143,94.41,0
KOMATZ,143,97.2,0
KORDELL,143,95.8,0
KOSHI,143,16.08,0
KRAHEL,143,98.6,0
KRAWCZUK,143,95.1,0
KREST,143,90.91,0
KREYMER,143,95.8,0
KUCKUCK,143,96.5,0
KUDERER,143,96.5,0
KUEMMEL,143,97.9,0
KUPCHO,143,97.2,0
KUPSKY,143,93.01,0
KUROSU,143,4.9,0
LABAO,143,34.27,0
LABUTE,143,96.5,0
LACAILLE,143,67.83,19.58
LAFOLLETT,143,98.6,0
LAGALY,143,94.41,0
LAGIOIA,143,93.71,0
LAMBERGER,143,97.2,0
LAMMY,143,56.64,30.07
LAMUG,143,4.2,0
LANDCASTER,143,64.34,31.47
LANNER,143,88.81,0
LAPINSKAS,143,95.1,0
LAUGHERTY,143,96.5,0
LEANDRY,143,7.69,0
LEFCOURT,143,92.31,0
LEHENY,143,94.41,0
LEINHAUSER,143,97.9,0
LELA,143,69.23,0
LENKEY,143,98.6,0
LEWEK,143,95.8,0
LIEBZEIT,143,96.5,0
LINDEMEYER,143,97.2,0
LINTEMUTH,143,99,0
LIPAN,143,90.21,0
LIPSMEYER,143,97.2,0
LISEC,143,96.5,0
LIUDAHL,143,94.41,0
LOBODZINSKI,143,99.3,0
LOBSTEIN,143,95.8,0
LOECKER,143,94.41,0
LOEWENBERG,143,98.6,0
LOHDEN,143,99.3,0
LONGBOY,143,0,0
LORENA,143,26.57,0
LUBNER,143,94.41,0
LUCKETTE,143,67.13,29.37
LUDOWESE,143,97.9,0
LUERSEN,143,87.41,0
LUYET,143,97.9,0
MABUTAS,143,7.69,0
MACCHIAROLI,143,98.6,0
MACMILLIAN,143,77.62,20.28
MAIORCA,143,94.41,0
MAKHANI,143,30.07,0
MAKUPSON,143,0,90.91
MALARK,143,99,0
MALDON,143,34.27,47.55
MALOLEY,143,97.2,0
MAMARY,143,93.71,0
MANAR,143,76.92,16.78
MANIATES,143,86.01,0
MANSOURIAN,143,84.62,0
MARCHUS,143,95.1,0
MARSALEK,143,99.3,0
MASANGCAY,143,0,0
MASTRACCI,143,98.6,0
MATESKI,143,96.5,0
MATHEOS,143,90.21,3.5
MATSCHKE,143,93.71,0
MCCARDEL,143,90.21,3.5
MCCARR,143,32.17,45.45
MCCOLPIN,143,95.8,0
MCHALEY,143,94.41,0
MCININCH,143,93.01,0
MCJIMSEY,143,88.81,5.59
MCKEW,143,99,0
MCMURRAN,143,85.31,6.29
MECKLING,143,88.81,4.9
MEDAUGH,143,96.5,0
MEIXEL,143,97.2,0
MENDA,143,44.06,4.9
MENSSEN,143,94.41,0
MERENA,143,94.41,0
MERRISS,143,88.81,0
MEWIS,143,95.8,0
MEYERDIRK,143,99.3,0
MICHO,143,90.21,0
MILLONZI,143,97.9,0
MINDIOLA,143,14.69,0
MINIFIELD,143,0,86.71
MINUTOLI,143,97.9,0
MOERMOND,143,96.5,0
MOGFORD,143,95.8,0
MOLTHEN,143,99.3,0
MONROSE,143,23.78,71.33
MORICLE,143,97.9,0
MURISON,143,93.71,0
NARTEY,143,0,95.8
NASEEF,143,88.11,0
NASTARI,143,93.71,0
NAZEMI,143,74.83,0
NEAMON,143,93.71,0
NEIDERMAN,143,95.1,0
NELLENBACH,143,98.6,0
NEMCIK,143,94.41,0
NICKOLAI,143,88.81,0
NIEMAND,143,92.31,0
NIMRI,143,89.51,0
NITCHALS,143,99,0
NITKIN,143,93.71,0
NORDENG,143,90.91,0
NORDENSTROM,143,96.5,0
NORELIUS,143,95.8,0
NOSTER,143,94.41,0
NUWER,143,97.9,0
NYSSEN,143,90.21,0
OBERNESSER,143,99,0
ODANIELL,143,91.61,0
OLONA,143,20.28,0
ONER,143,76.22,14.69
OPELL,143,96.5,0
ORDE,143,93.71,0
ORTBALS,143,97.9,0
OSMULSKI,143,99,0
OSSONT,143,97.2,0
OVALL,143,93.01,0
PACHNER,143,96.5,0
PAHWA,143,5.59,0
PAISER,143,97.9,0
PANTING,143,48.95,20.28
PARAY,143,43.36,0
PARTHEMER,143,99,0
PATINA,143,16.08,0
PELLEW,143,43.36,48.95
PENOVICH,143,96.5,0
PEPINO,143,74.83,0
PESIN,143,97.9,0
PFLUMM,143,99.3,0
PHONGSAVANH,143,0,0
PIAO,143,0,0
PICHAY,143,0,0
PIERO,143,93.01,0
PIETRINI,143,99.3,0
PINNEGAR,143,95.8,0
PIOCHE,143,5.59,4.2
PISTEY,143,94.41,0
PITTOCK,143,95.1,0
PIUNNO,143,98.6,0
PLUSS,143,91.61,0
POETTER,143,97.2,0
POETTKER,143,96.5,0
POGODZINSKI,143,99,0
POLLINI,143,97.9,0
POMP,143,94.41,0
PORTUESE,143,94.41,0
POSH,143,80.42,0
PRIZANT,143,96.5,0
PROTOPAPAS,143,99,0
PRUTCH,143,95.1,0
PUCILOWSKI,143,99.3,0
PURSCELL,143,88.81,0
QUADIR,143,6.29,13.99
QUICHO,143,6.29,0
QUY,143,51.75,3.5
RABBE,143,91.61,0
RABJOHN,143,95.1,0
RADAR,143,92.31,0
RADLEIN,143,60.84,31.47
RAGAB,143,75.52,0
RAMICH,143,95.1,0
RAMOSGARCIA,143,0,0
RANJBAR,143,83.22,0
RANKL,143,97.9,0
RANO,143,74.83,0
RATSCH,143,97.9,0
RAYSIDE,143,42.66,50.35
REASH,143,95.1,0
RECKNOR,143,99,0
REHKAMP,143,98.6,0
REIBLE,143,99.3,0
REIFERS,143,98.6,0
RETO,143,76.92,4.2
RHYE,143,95.1,0
RIBERIO,143,73.43,6.99
RICALDAY,143,0,0
RICCOMINI,143,93.01,0
RIPORTELLA,143,98.6,0
ROEKER,143,96.5,0
ROSENCRANTS,143,97.2,0
ROUTEN,143,87.41,9.09
RUECK,143,97.9,0
RUOT,143,93.71,4.2
RUSLING,143,95.1,0
SADI,143,54.55,0
SAHNOW,143,97.2,0
SAINTE,143,12.59,82.52
SALANO,143,28.67,0
SANDERA,143,90.91,6.29
SAPKO,143,98.6,0
SARDANA,143,3.5,0
SATMARY,143,96.5,0
SAYKO,143,97.9,0
SCHANZE,143,94.41,0
SCHEALL,143,93.01,0
SCHEITER,143,96.5,0
SCHEPPERS,143,88.81,0
SCHEXNAIDER,143,96.5,0
SCHLER,143,95.8,0
SCHMITTLE,143,95.1,0
SCHNATZ,143,97.2,0
SCHNEEMANN,143,99,0
SCHOENY,143,99.3,0
SCHOLTE,143,91.61,0
SEAVERT,143,99,0
SEBES,143,97.2,0
SEHY,143,90.21,3.5
SELBO,143,97.2,0
SEMANCHIK,143,98.6,0
SEREAL,143,0,95.8
SEROWIK,143,99,0
SERRY,143,73.43,20.28
SHAHRIARI,143,88.11,0
SHANBHAG,143,0,0
SHARD,143,74.13,17.48
SHAYER,143,95.1,0
SHERLAND,143,76.22,20.28
SHINDORF,143,99.3,0
SHOUMAN,143,69.23,4.9
SHROUDER,143,71.33,27.27
SHULENBERGER,143,96.5,0
SHUSTACK,143,99.3,0
SIGURDSSON,143,96.5,0
SILAGYI,143,95.8,0
SINGMASTER,143,97.9,0
SJOERDSMA,143,98.6,0
SKOCIK,143,95.1,0
SKOTZKE,143,99.3,0
SLETTO,143,95.1,0
SMUCKLER,143,95.1,0
SOCHOCKI,143,96.5,0
SOOFI,143,42.66,0
SPERZEL,143,97.9,0
SPORCIC,143,99,0
SREBRO,143,96.5,0
STACHER,143,82.52,7.69
STAEGER,143,95.8,0
STAHEL,143,97.9,0
STALLCOP,143,89.51,0
STAMPFEL,143,95.1,0
STANCLIFFE,143,90.21,3.5
STANELY,143,70.63,20.98
STAUFFENBERG,143,99.3,0
STEBENNE,143,93.01,0
STERIA,143,99.3,0
STERNISHA,143,99,0
STERUD,143,92.31,0
STIEGEL,143,99,0
STIMELY,143,93.71,5.59
STIRNAMAN,143,99.3,0
STOROZUK,143,97.9,0
STRAMPE,143,95.1,0
STRAN,143,94.41,3.5
STRIEF,143,99.3,0
STUCHEL,143,99.3,0
STYPA,143,97.2,0
SUBRAMANI,143,0,0
SUELTER,143,98.6,0
SUKALSKI,143,95.1,0
SULKOSKY,143,99.3,0
SULZMAN,143,96.5,0
SUSNIK,143,99.3,0
SWIECICHOWSKI,143,99,0
SYSAVATH,143,0,0
SZABLA,143,97.2,0
SZYCHOWSKI,143,95.8,0
TARANTELLI,143,99.3,0
TARZIAN,143,95.8,0
TATLOW,143,90.21,0
TEOLIS,143,93.01,0
THENNES,143,95.1,0
THODY,143,95.8,0
THUET,143,95.1,0
TIEGER,143,97.2,0
TIESLER,143,99.3,0
TIRICO,143,94.41,0
TIRRO,143,92.31,0
TITTER,143,93.71,3.5
TOGSTAD,143,91.61,0
TOLF,143,94.41,0
TORALBA,143,0,0
TORIGOE,143,4.2,0
TRANTOW,143,93.01,0
TRUBIA,143,99.3,0
TRUEBENBACH,143,98.6,0
TUER,143,88.11,0
TUIPULOTU,143,4.2,0
TUMER,143,53.15,41.26
TUNNICLIFFE,143,99.3,0
TURPEL,143,94.41,0
TUZZOLO,143,98.6,0
TWEDE,143,98.6,0
TYIER,143,51.75,44.06
UECHI,143,17.48,0
UNCIANO,143,6.99,0
URCUYO,143,9.79,0
URMANSKI,143,97.9,0
VAHDAT,143,89.51,0
VALLANTE,143,96.5,0
VALMONT,143,9.09,80.42
VANDERKLOK,143,99,0
VANSAUN,143,98.6,0
VANVELSOR,143,97.2,0
VASILAS,143,93.01,0
VEITZ,143,97.2,0
VENTA,143,51.05,0
VENVERTLOH,143,99.3,0
VIGLIAROLO,143,93.01,0
VINCES,143,10.49,0
VISENTIN,143,92.31,0
VONDAL,143,48.95,0
WAHOFF,143,92.31,0
WALICZEK,143,96.5,0
WALSHAW,143,95.8,0
WAPELHORST,143,96.5,0
WARILA,143,97.2,0
WAYCOTT,143,97.9,0
WEIDAUER,143,99.3,0
WEINBACH,143,96.5,0
WERDEHAUSEN,143,99,0
WESSENDORF,143,93.71,0
WHEAR,143,97.2,0
WIANS,143,99.3,0
WILLIMAN,143,87.41,11.19
WILLOUR,143,97.2,0
WINBLAD,143,95.1,0
WIRSIG,143,93.01,0
WOJTAL,143,98.6,0
WORFORD,143,53.15,42.66
YANAI,143,26.57,0
YORGENSEN,143,95.1,0
ZABELL,143,97.9,0
ZACHMEYER,143,92.31,0
ZAMANO,143,0,0
ZAMPERINI,143,97.9,0
ZAPOTOSKY,143,98.6,0
ZARLINGO,143,95.8,0
ZELLEFROW,143,95.1,0
ZENTS,143,98.6,0
ZESS,143,97.9,0
ZILISCH,143,97.9,0
ZIOLO,143,97.9,0
ZUELCH,143,96.5,0
ABERIN,142,0,0
ABOUJAOUDE,142,81.69,0
ACKISON,142,97.18,0
AEBLY,142,97.89,0
AEPPLI,142,95.07,0
AGRESTO,142,98.59,0
AISENBREY,142,99.3,0
AKERLUND,142,92.96,0
ALEXANDRO,142,50.7,0
ALLBERT,142,95.07,0
ALMIRA,142,10.56,7.75
AMBORSKI,142,97.89,0
AMIANO,142,87.32,0
AMOTH,142,91.55,0
ANGONA,142,92.25,0
ANIDO,142,22.54,0
ANSELME,142,43.66,47.89
ANTHOFER,142,98.59,0
ANTHOLZ,142,99.3,0
ANTONS,142,90.14,0
APREZA,142,0,0
ARBINI,142,92.96,0
ARDLEY,142,19.01,77.46
ARGON,142,50.7,0
ARNCE,142,83.8,0
ARONOVA,142,95.77,0
ARPAN,142,38.73,0
ASEMOTA,142,0,94.37
ASFAHA,142,3.52,85.92
ASHEIM,142,95.07,0
ASPERA,142,6.34,0
ATTIANESE,142,95.77,0
AUSTEIN,142,97.89,0
AVENIA,142,74.65,0
AZZARELLA,142,90.85,0
BALANZA,142,0,0
BALDASARO,142,90.85,0
BALODIS,142,99,0
BALSDON,142,94.37,4.23
BALU,142,35.92,7.04
BARABASZ,142,95.77,0
BARAKA,142,37.32,48.59
BARBARISI,142,95.77,0
BARRIAL,142,23.94,0
BARTHALOW,142,94.37,0
BARTLOME,142,97.89,0
BASTANI,142,76.76,0
BATSTONE,142,97.89,0
BATTO,142,76.06,0
BEGANY,142,96.48,0
BEGERT,142,97.89,0
BEGHTEL,142,97.89,0
BEGLAU,142,95.77,0
BELIARD,142,8.45,60.56
BENAGE,142,89.44,0
BERKHOUSE,142,96.48,0
BESST,142,92.96,6.34
BEUCHERT,142,97.18,0
BIAGIOLI,142,95.07,0
BIEKERT,142,98.59,0
BILLI,142,92.96,4.93
BINYARD,142,0,95.77
BLACHOWICZ,142,99,0
BLUMENTRITT,142,96.48,0
BLYNN,142,95.07,0
BOEGEMAN,142,99,0
BOLYER,142,94.37,4.23
BOM,142,83.1,0
BOODRY,142,89.44,0
BOWERSMITH,142,94.37,0
BRACELIN,142,97.18,0
BRAGINSKY,142,99,0
BRANDRIFF,142,96.48,0
BREWERTON,142,96.48,0
BRICKL,142,96.48,0
BRODNICKI,142,99.3,0
BRUENGER,142,98.59,0
BUDZISZ,142,97.18,0
BUESCHEL,142,95.77,0
BUHITE,142,95.77,0
BURDIC,142,90.14,0
BURGS,142,31.69,62.68
BURLETTE,142,98.59,0
BURRESON,142,99.3,0
CACEK,142,98.59,0
CALNON,142,98.59,0
CALUORI,142,94.37,0
CANARTE,142,9.86,0
CAVENEE,142,93.66,0
CAVICCHIA,142,97.18,0
CAWARD,142,95.77,0
CAYNOR,142,97.18,0
CELAURO,142,93.66,0
CELIUS,142,21.13,73.24
CERAOLO,142,89.44,0
CHIACCHIO,142,97.89,0
CHIARINI,142,95.77,0
CHIC,142,45.07,4.93
CHIHAK,142,87.32,0
CHISARI,142,98.59,0
CHIVERTON,142,54.93,33.8
CHMELKA,142,99.3,0
CHOTKOWSKI,142,99.3,0
CIRANNI,142,99.3,0
CIRRI,142,98.59,0
CLABEAUX,142,99.3,0
CLIMES,142,49.3,39.44
COAK,142,96.48,0
COCCI,142,97.18,0
COES,142,43.66,48.59
COLOVOS,142,90.14,0
COLPOYS,142,99.3,0
CORPENO,142,4.23,0
COUPET,142,11.27,73.94
CRAMLET,142,94.37,0
CRAVILLION,142,95.77,0
CROALL,142,97.18,0
CROCHETIERE,142,97.18,0
CULROSS,142,87.32,0
CUSI,142,7.04,0
CZESCHIN,142,99,0
DAAR,142,90.85,3.52
DADDABBO,142,90.85,0
DAFFNER,142,94.37,0
DALLON,142,83.8,14.08
DAMOURS,142,95.77,0
DANDA,142,41.55,13.38
DANDEKAR,142,6.34,0
DARJEAN,142,4.93,88.73
DARKIS,142,70.42,21.83
DEBLAEY,142,99,0
DECOWSKI,142,99,0
DEJUAN,142,21.83,5.63
DELACAMPA,142,10.56,0
DELARGE,142,26.06,68.31
DELAUNEY,142,87.32,7.75
DELUCE,142,93.66,0
DEMICH,142,97.89,0
DENEKAS,142,95.07,0
DENNENY,142,93.66,0
DEVAL,142,55.63,14.08
DEVANNA,142,95.77,0
DICRISTOFANO,142,96.48,0
DIGATI,142,99,0
DILYARD,142,90.14,0
DINDINGER,142,92.25,0
DISILVA,142,79.58,0
DOHAN,142,95.77,0
DOHLMAN,142,97.89,0
DOMINGUS,142,35.21,0
DOUTHARD,142,9.86,86.62
DROSE,142,80.28,0
DUALE,142,38.03,45.07
DUMS,142,99.3,0
DUPAIX,142,98.59,0
DUTCHAK,142,92.96,0
DYNIA,142,99.3,0
EFTHIMIOU,142,95.07,0
EIGENMANN,142,97.89,0
ELBERFELD,142,95.77,0
ELOY,142,23.94,30.99
ELSIK,142,97.18,0
ENDELMAN,142,97.89,0
ENDERSBE,142,95.07,0
ENGWER,142,97.18,0
ENTRUP,142,95.77,0
ESKO,142,79.58,14.08
ESPANOZA,142,7.04,0
ESTEFAN,142,33.1,0
ETCHESON,142,93.66,0
ETWAROO,142,0,11.27
EVANICK,142,99,0
EVISON,142,73.94,18.31
FAEHNRICH,142,98.59,0
FAGRE,142,95.07,0
FAHEEM,142,14.79,11.27
FANCIULLO,142,97.18,0
FARHANG,142,81.69,0
FARWIG,142,97.18,0
FATT,142,45.77,0
FELBERG,142,95.77,0
FERANDEZ,142,13.38,0
FETKO,142,97.89,0
FIBER,142,96.48,0
FIOLEK,142,89.44,0
FORKS,142,40.14,50
FORTER,142,78.17,15.49
FREEMIRE,142,95.07,0
FREIJ,142,91.55,0
FREUNDT,142,90.85,0
FRIESEMA,142,97.18,0
FROEMEL,142,86.62,0
FRONZAGLIO,142,96.48,0
FUERY,142,72.54,22.54
FUNCHEON,142,91.55,4.23
FUNICELLI,142,91.55,0
FUSARI,142,88.73,0
GACAYAN,142,3.52,0
GADACZ,142,99,0
GAJDOSIK,142,98.59,0
GALIARDI,142,93.66,0
GALLIONE,142,94.37,0
GANAN,142,29.58,0
GARAFFA,142,98.59,0
GARECHT,142,97.18,0
GHIORSO,142,92.96,0
GHIRINGHELLI,142,99.3,0
GIAMBONA,142,93.66,0
GIAMMATTEI,142,85.21,0
GIANOPULOS,142,99.3,0
GIBBINGS,142,65.49,23.24
GIDARO,142,99.3,0
GINDLESBERGER,142,96.48,0
GIOELI,142,94.37,0
GIUNTINI,142,98.59,0
GODBER,142,92.96,3.52
GOETTEMOELLER,142,99,0
